,review_body,stars,language,translated_review
511,Me a hido muy bien he perdido peso poco a poco sin tener que hacer demasiada dieta solo comiendo un poco menos,5,es,"It has gone very well for me, I have lost weight little by little without having to diet too much, just eating a little less."
512,Es como se ve en las fotos . Facil de montar tal como se describe,5,es,It is as seen in the photos. Easy to assemble as described
513,"Es una mochila cómoda, amplia, sencilla pero bonita. Acerca de la calidad, se de esperar que tal resulta con el uso y el peso diario, ya que la primera que recibí tenía uno de sus bolsillos interiores roto y espero que no me pase lo mismo con esta.",3,es,"It is a comfortable, spacious, simple but beautiful backpack. Regarding the quality, it is to be expected that this will be the case with daily use and weight, since the first one I received had one of its interior pockets broken and I hope the same does not happen to me with this one."
514,"Si vais a grabar en casa seguramente no os merezca la pena si tenéis una cámara con un micro decente, si es para fuera ahí si que merece la pena tenerlo",3,es,"If you are going to record at home it is probably not worth it if you have a camera with a decent microphone, if it is for outside it is worth having it."
515,El ala es muy grande..pero no es todo eso..ojalá. me vino con un colgante o estuvo recortado o eso solo vale para que quepa a una cabeza pequeñita. No aconsejo para nada su compra,1,es,The wing is very big...but that's not all it is...hopefully. It came with a pendant or it was cut down or that's just enough to fit a small head. I do not recommend your purchase at all
516,Venia defectuoso la luz larga alumbra muy poco,3,es,"It came defective, the high beam illuminates very little."
517,El de exteriores no funciona bien,1,es,The outdoor one does not work well
518,"El producto es estupendo todo lo que yo esperaba y más, la mía es una A3 y tiene todo lo que pone en la descripción, pero además dura 50.000 horas de luz led, eso no lo VI cuando la pedí y me a encantado....... muy buena compra",5,es,"The product is great, everything I expected and more, mine is an A3 and it has everything it says in the description, but it also lasts 50,000 hours of LED light, I didn't see that when I ordered it and I loved it... .... very good buy"
519,"Muy buena calidad de materiales y acabados. Sí q trae funda impermeable, está en un bolsillo escondido en la parte inferior.",5,es,"Very good quality of materials and finishes. It does come with a waterproof case, it is in a hidden pocket at the bottom."
520,"he comprado otras y estas están mucho mejor y la luminosidad muchísimo mayor, recomendables, por ahora las he puesto hace un mes y no puedo opinar sobre la durabilidad, espero sea mucha, el precio esta bien, pero podría ser mas ajustado, entrega rápida, recomendables...",5,es,"I have bought others and these are much better and the luminosity is much greater, recommended, for now I have put them on a month ago and I cannot comment on the durability, I hope it is long, the price is good, but it could be tighter, fast delivery, recommendable..."
521,Te lo venden como si viniesen 2 maletas y 2 bolsos pequeños pero en realidad solo viene uno,1,es,They sell it to you as if it came with 2 suitcases and 2 small bags but in reality it only comes with one
522,No es la colchoneta más bonita del mundo pero yo creo que sí que suda menos que con las otras. En verano es imposible que no sude nada,4,es,It is not the most beautiful mat in the world but I think it does sweat less than the others. In summer it is impossible not to sweat at all
523,Lo siento pero no me llego a casa este producto,1,es,I'm sorry but I didn't get this product home.
524,RÁPIDA ENTREGA. EL PRODUCTO CUMPLE CON LA DESCRIPCIÓN. A MI HIJA LE HA GUSTADO MUCHO. LO RECOMIENDO POR SU RELACIÓN CALIDAD PRECIO.,4,pt,QUICK DELIVERY. THE PRODUCT MEETS THE DESCRIPTION. MY DAUGHTER LIKED IT A LOT. I RECOMMEND IT FOR ITS PRICE-QUALITY RELATIONSHIP.
525,"Buena bolsa.... Cómoda y bien construida, no se porque la foto de aúna sensación de mayor amplitud, y la verla es lo contrario muy contenida,y y asen que vienen las medidas., un así dos cámaras ,un par de objetivos y baterías y demás caben perfectamente. No es una mochila de viaje fotográfico.... Así y todo buen material",5,es,"Good bag.... Comfortable and well built, I don't know why the photo gives a feeling of greater spaciousness, and seeing it is on the contrary very contained, and as the measurements come, like that, two cameras, a couple of lenses and Batteries and others fit perfectly. It is not a photographic travel backpack.... Still, all good material"
526,"Fácil de instalar, e incluye el driver (adaptador). La única pega es que tarda como 1 segundo en encenderse. Así que si tienes varias instaladas en la misma habitación, y quieres esta para sustituir una fundida (de las que encienden inmediatamente) , el efecto en conjunto queda un poco raro.",3,es,"Easy to install, and includes the driver (adapter). The only downside is that it takes about 1 second to turn on. So if you have several installed in the same room, and you want this one to replace a blown one (the kind that lights up immediately), the overall effect is a little strange."
527,"la verdad que fue un regalo, pero despues que me lo regalaran me aventuré a leer sobre el mundo patinetes y viendo y comparando con otros modelos ...he de decir, que estoy encantada con el mio. corre de lo lindo, eso si, hay que practicar más.",5,es,"The truth is that it was a gift, but after they gave it to me I ventured to read about the world of scooters and seeing and comparing with other models...I have to say, I am delighted with mine. runs like a charm, yes, you have to practice more."
528,Encaja perfectamente en la tablet. Los imanes funcionan bien y es bonita. Tal como sale en las fotos. Pero se rompe las esquinas. No lo recomiendo.,3,es,Fits perfectly on the tablet. The magnets work well and it's pretty. Just as it appears in the photos. But it breaks the corners. I do not recommend it.
529,El libro ha llegado sin el envoltorio original y deteriorado. Estoy de viaje pero cuando vuelva lo voy a devolver. Era para un regalo y parece que está usado.,1,es,The book has arrived without the original and damaged packaging. I'm traveling but when I get back I'm going to return it. It was for a gift and it looks like it's used.
530,Son enanos y cabezones,3,es,They are dwarfs and big-headed
531,Rapidez. Justo lo que íbamos buscando.,5,es,Speed. Just what we were looking for.
532,le dejo tres estrellas o cuatro por la duda porque esto no hay manera de que funcione comprada reacondicionada y seguro que anda de una mano a otra,3,es,I leave three or four stars just in case because there is no way this will work when purchased reconditioned and it will surely go from one hand to the other
533,"A pesar de ser recomendados en su web como adecuados al aparato, no es así ya que la fabricación del aspirador era anterior al 2014 y pertenecía a una serie ya descatalogada. Me he surtido directamente del fabricante, ya que tenia stock para productos descatalogados.",1,es,"Despite being recommended on their website as suitable for the device, this is not the case since the vacuum cleaner was manufactured before 2014 and belonged to a series that has already been discontinued. I have supplied directly from the manufacturer, since I had stock for discontinued products."
534,Llegó muy rápido y es exactamente como en la descripción. Muchas gracias.,4,es,It arrived very quickly and is exactly as in the description. Thank you so much.
535,"A la semana de ponerlo, se ha vuelto amarillo. Ni se os ocurra comprarlo. Podéis verlo en la foto. Una vergüenza",1,es,"After a week of putting it on, it has turned yellow. Don't even think about buying it. You can see it in the photo. A shame"
536,"me ha gustado la atencion de proveedor , ya que la calidad no a sido la optima",4,es,"I liked the supplier's attention, since the quality has not been optimal"
537,Buen regalo de pareja.,4,es,Good couple gift.
538,"Como ir descalzo. Se ajusta perfectamente. Ideal para playa o zonas de agua con rocas, etc. Fácil de lavar. La plantilla no va pegada, por lo que se puede quitar. Yo la he pegado con cola de contacto para que no se salga al sacar el pie y ha quedado perfecta.",5,es,"How to go barefoot. It fits perfectly. Ideal for beaches or water areas with rocks, etc. Easy to wash. The template is not glued, so it can be removed. I glued it with contact glue so that it doesn't come off when you take your foot out and it turned out perfect."
539,El sonido regular. Nada fuera de lo normal. El problema fue el Bluetooth que si conecta pero sl cabo de un par de minutos se queda en un bucle HORRIBLE los use por 3 minutos y fallaron. Si buscas calidad no es de este producto.,1,es,"The regular sound. Nothing out of the ordinary. The problem was the Bluetooth, which does connect but after a couple of minutes it stays in a HORRIBLE loop. I used them for 3 minutes and they failed. If you are looking for quality, it is not this product."
540,"Muy entretenido para jugar a cualquier edad. Con tus amigos o tus hijos. La única pega es que cuando has jugado varias veces ya te conoces las cartas, por lo que hay que buscar una versión nueva. Varias versiones de juego que te harán pensar y mejorar tu atención.",4,es,"Very entertaining to play at any age. With your friends or your children. The only downside is that when you have played several times you already know the cards, so you have to look for a new version. Several game versions that will make you think and improve your attention."
541,Material deveria ser algo mejor,3,ca,Material should be something better
542,nos sirvió pero tarda mucho en cargar al sol y en corriente también aunque menos,4,es,"It helped us but it takes a long time to charge in the sun and in current too, although less"
543,Perfecto compré 4 pero una vino sin bombilla. Solo eso negativo,4,it,"Perfect, I bought 4 but one came without a bulb. Only that negative"
544,Funcionamiento correcto y cumple con lo especificado. El producto es totalmente electrónico. Yo lo tengo para un radiador y funciona de maravilla. Volveré a comprar,5,es,Correct operation and meets specifications. The product is completely electronic. I have it for a radiator and it works wonderfully. I will buy again
545,Protege tus discos duros para poder llevarlos con total tranquilidad en tu mochila (imagino que no te salvarán de un caída),5,es,Protect your hard drives so you can carry them with complete peace of mind in your backpack (I imagine they won't save you from a fall)
546,Producto con un precio muy económico con respecto al original pero que en la calidad se nota. Si no eres muy exigente con la calidad de la impresión te lo recomiendo por su precio,3,es,"Product with a very economical price compared to the original but the quality is noticeable. If you are not very demanding with the quality of the printing, I recommend it for its price"
547,Dificil de utilizar para los niños,2,es,Difficult for children to use
548,"Pues eso, es aun peor que el que trae ya la hyosung de fabrica, y eso que es difícil, es como un cerrojo, no filtra casi nada de aire, es decir que no cumple su misión, yo lo puse y se lo quite en media hora ya que la moto me reaccionaba mal, a lo mejor es algo que solo me paso a mi. No lo volveré a comprar.",1,es,"Well, that is even worse than the one that the hyosung already comes with from the factory, and that is difficult, it is like a lock, it does not filter almost any air, that is to say that it does not fulfill its mission, I put it on and took it off half an hour since the bike was reacting badly to me, maybe it's something that only happened to me. I will not return to buy it."
549,Nunca me llego el producto,1,es,I never get the product
550,No es tan efectivo como otras marcas,3,es,Not as effective as other brands
551,La claridad con que esplica todo,5,es,The clarity with which he explains everything
552,"No soy ciega, pero si tengo mala vista por eso me ayuda mucho un reloj parlante como éste. Es barato y sencillo. Carmen P. M.",4,es,"I'm not blind, but I do have poor eyesight, so a talking clock like this helps me a lot. It's cheap and simple. Carmen P.M."
553,rasura el bello bien pero no lo uses en el pelo púbico porque es peligroso me hizo cuatro heridas sangrantes,2,es,shave the hair well but don't use it on the pubic hair because it is dangerous it gave me four bleeding wounds
554,"No huele mucho. Lleva tres días puesto en casa, quizás sea más recomendable para espacios pequeños",3,es,"It doesn't smell much. It has been in the house for three days, perhaps it is more recommended for small spaces"
555,Comodo si te vas a ir de vacaciones y no quieres llevar bolso. Inclusive se camufla bien debajo de una camiseta. El material es suave se ajusta bien a la cintura. Muy aconsejable,4,es,Convenient if you are going on vacation and don't want to carry a bag. It even camouflages well under a t-shirt. The material is soft and fits well at the waist. Highly advisable
556,No me gusta la calidad .biene mal soldado descuadrada al no tener las misma distancia en las soldaduras he tenido que repasarla para que funcione,5,es,"I don't like the quality. It's poorly welded, out of square due to not having the same distance in the welds. I had to review it to make it work."
557,"Quería una correa que tuviese los agujeritos para transpirar y me decidí por esta, es cómoda, y queda perfecta",5,es,"I wanted a strap that had holes for breathing and I decided on this one, it's comfortable, and it fits perfectly"
558,"Libro de religión con falta de contenido. El libro es bastante didáctico, pero por el precio que tiene necesitaría ampliar más conocimientos sobre la religión.",2,es,"Religion book with lack of content. The book is quite didactic, but for the price it needs to expand more knowledge about religion."
559,Usado para no tener que cambiar el cable de red entre la un dispositivo y otro Para el uso que quería darle cumple su función perfectamente a un precio realmente bajo.,5,es,"Used to avoid having to change the network cable between one device and another. For the use I wanted to give it, it fulfills its function perfectly at a really low price."
560,A mi en concreto me gusta. Pienso que montarte por separado algo similar puede salir por el mismo precio o más caro.,4,es,I specifically like it. I think that setting up something similar separately could cost the same price or more.
561,"Lo compré por las opiniones que había leído, estoy dando pecho y todo el mundo dice que es el mejor para que el niño note menos la diferencia. Mi hijo no lo quiere, creo que es porque está demasiado duro. Llegó en perfectas condiciones y en el tiempo estimado.",2,es,"I bought it because of the opinions I had read, I am breastfeeding and everyone says that it is the best so that the child notices the difference less. My son doesn't want it, I think it's because he is too hard. He arrived in perfect condition and on time."
562,El producto de buena calidad como la marca Para repostería,4,es,The good quality product like the brand For pastries
563,"Por el precio tampoco se puede pedir mas. Algo grande la parte de arriba. Tela de buena calidad, no se arruga.",4,es,"For the price you can't ask for more. The top part is a bit big. Good quality fabric, does not wrinkle."
564,"No era lo que habíamos pedido. En vez de estar la funda completa, sólo llegó la parte trasera, y además era para el Samsung s9+, no para el s9, un despropósito.",1,es,"It was not what we had asked for. Instead of the complete case, only the back part arrived, and it was also for the Samsung s9+, not the s9, a nonsense."
565,"Me vino en malas condiciones, me propusieron devolverme la mitad de lo que me costó y de momento, no he recibido mala",1,es,"It came to me in bad condition, they offered to refund me half of what it cost me and so far, I have not received a bad"
566,Buena calidad y precio,5,es,Good quality and price
567,De precio muy bajo y de calidad también no sirven para el metal no tiene filo no cortan nada para plástico si pero para eso no las compré.,1,es,"Very low price and quality, they are also not suitable for metal, they are not sharp, they do not cut anything for plastic, yes, but that is not why I bought them."
568,Se usa como desodorante para cualquier tipo de calzado. Llevamos tiempo usándolo y estamos encantados de su eficacia,5,es,It is used as a deodorant for any type of footwear. We have been using it for a long time and we are delighted with its effectiveness
569,Como todos los de la colección. Acabado perfecto,5,es,Like all the ones in the collection. Perfect finish
570,"Cumple muy bien su función, pero la única pega es que se rasga si tocas con cualquier cosa. Para dos tres usos máximo",3,es,"It does its job very well, but the only drawback is that it tears if you touch it with anything. For two three uses maximum"
571,"Es algo complicado de hacer ya que las letras son bastante pequeñas y esto hace que tardes un poco más en acabarlo, pero queda muy bonito una vez terminado. Merece la pena! Está en inglés.",3,es,"It is somewhat complicated to make since the letters are quite small and this makes it take a little longer to finish, but it looks very nice once finished. Worth! It is in English."
572,Llegó en el plazo establecido. Era para un regalo y ha encantado. Es un globo terráqueo bonito y elegante. Y se ajusta perfectamente a la descripción,5,es,It arrived within the established period. It was for a gift and he loved it. It is a beautiful and elegant globe. And it fits the description perfectly.
573,"Perfecto,carga rápidamente I no indica el tiempo I el porcentaje de la carga que se puede pedir más,el vendedor sin ningún fallo.",5,es,"Perfect, loads quickly I does not indicate the time I the percentage of the load that you can ask for more, the seller without any fault."
574,"Carro de fácil montaje, fiel a la descripción del producto. Totalmente satisfecha con la compra. Ideal para colocar en cocinas pequeñas.",5,es,"Easy assembly cart, faithful to the product description. Totally satisfied with the purchase. Ideal to place in small kitchens."
575,"La linterna solo funciona de vez en cuando, o sea, no funciona bien, por lo demás me ayuda bien.",4,es,"The flashlight only works from time to time, that is, it doesn't work well, otherwise it helps me well."
576,La funda muy bonita pero no se corresponde con la medida para una cama de 90 podrían mejorar en las aclaraciones de las características,3,es,"The cover is very nice but it does not correspond to the size for a 90cm bed, they could improve in the clarifications of the characteristics"
577,"Buen artículo para regalar o para tener un recuerdo de las huellas de tus hijos! La única pega es q venía con alguna pequeña imperfección (alguna rayita en la pintura), pero nada muy importante!",4,es,"Good item to give as a gift or to have a souvenir of your children's footprints! The only downside is that it came with some small imperfections (some scratches in the paint), but nothing very important!"
578,Producto que en un primer momento cumple todas las expectativas. La pena es que a la semana dejo de funcionar sin más. Yo lo ponía en el ordenador durante dos horas más o menos por las noches.,2,es,Product that at first meets all expectations. The pity is that after a week it just stopped working. I put it on the computer for two hours or so at night.
579,Muy grandes No se adaptan al oido,2,es,Very large They do not adapt to the ear
580,"muy mala calidad, se rompe facilmente",1,es,"very poor quality, breaks easily"
581,"Obviamente por el precio es el pego, pero profesional ... nada de nada, se centra más en la estética que en el propio sonido. Aunque para el precio es correcto",4,es,"Obviously for the price it is the downside, but professional... nothing at all, it focuses more on aesthetics than on the sound itself. Although for the price it is correct"
582,"El producto es bueno, como siempre. Cubre con poca cantidad, y no deja una capa de grasa en la piel. La mensajería, en este caso ASM, un error. Después de dos días, he tenido que ir a recoger yo misma el pedido... No saben ni donde está tu paquete, ni sobre que hora llegará a destino... Y no pidas explicaciones... en fin.",5,es,"The product is good, as always. It covers with a small amount, and does not leave a greasy layer on the skin. The messaging, in this case ASM, an error. After two days, I had to go pick up the order myself... They don't even know where your package is, or what time it will arrive at its destination... And don't ask for explanations... anyway."
583,"Tal vez para otro tipo de cuadros sea mejor, pero en este caso parece una copia demasiado clara y el contraste muy pobre.",3,es,"Maybe for other types of paintings it is better, but in this case it seems like a copy that is too light and the contrast very poor."
584,"Muy bien presentada en un estuche con todos los accesorios: funda estanca y soportes de todo tipo para manillar de bici, casco, sujección con cinchas y sujección adhesiva al salpicadero del coche u otros soportes.",4,es,"Very well presented in a case with all the accessories: waterproof case and supports of all kinds for bike handlebars, helmet, fastening with straps and adhesive fastening to the car dashboard or other supports."
585,Neil Gaiman sabe como contar una buena historia y así lo hace con Sandman. Si te gustan los cómics este es uno de los indispensables.,5,es,Neil Gaiman knows how to tell a good story and he does so with Sandman. If you like comics this is one of the essential ones.
586,"Es bastante grande y entran bastantes juguetes, la tela es flexible haciendo asi que nunca se caiga el niño/a. Aceptable",4,es,"It is quite large and can fit quite a few toys, the fabric is flexible so that the child never falls. Acceptable"
587,"La letra es tan pequeña que se hace difícil leerlo. No recomiendo esta edición, hay otras mucho mejores para este libro.",1,es,"The print is so small that it is difficult to read. I do not recommend this edition, there are much better ones for this book."
588,"Buen producto, da lo que ofrecen!! Linternas de buena calidad y funcionan todas .Ideales para fiestas. las linternas para lo pequeñas q son alumbran mucho. Todo lo k compro en Amazon perfecto no defrauda.",5,es,"Good product, gives what they offer!! Good quality lanterns and they all work. Ideal for parties. The flashlights, for how small they are, shine a lot. Everything I buy on Amazon is perfect and does not disappoint."
589,"Amazon no me entregó el producto después de esperar más de una semana, cuando supuestamente me lo entregarían en 1 día.",1,es,"Amazon did not deliver the product to me after waiting more than a week, when they were supposed to deliver it to me in 1 day."
590,"Producto bien etiquetado y embalado, el producto lo entregaron en tiempo y de forma adecuada,dicho producto corresponde a lo que yo quería",4,es,"Product well labeled and packaged, the product was delivered on time and in an appropriate manner, said product corresponds to what I wanted"
591,La pala es demasiado grande para mi gusto y el cierre anti bloqueo no se queda fijo arriba con los movimientos para lo que costo esperaba bastante más dado que vale 10 euros más que en tiendas especializadas,3,es,The blade is too big for my taste and the anti-lock closure does not stay fixed at the top with the movements for what I expected a lot more cost given that it costs 10 euros more than in specialized stores
592,Este producto se vende como Duracell Plus pero lo que envían es Duracell normal.,1,es,This product is sold as Duracell Plus but what they ship is regular Duracell.
593,"Son una puta mierda, la batería no dura ni media hora. No los compréis por nada del mundo, lo barato al final sale caro",2,es,"They're fucking shit, the battery doesn't even last half an hour. Don't buy them for anything in the world, cheap things end up being expensive."
594,"Mejor de lo que me esperaba. Es un libro bastante gordo y completo y y por 26€ tiene una relación calidad/precio inmejorable. Me llegó en un día a pesar de que el tiempo estimado de entrega era una semana. Para prepararte para un examen de Cambridge (o eso asegura) por tu propia cuenta. Hay mucho vocabulario avanzado, phrasal verbs, expresiones y todo lo que necesitas paar adquirir al menos el C1. Con muchos ejercicios corregidos en las ultimas páginas para que no necesites de un profesor particular. Perfecto para autodidactas. Estoy super encantada con este libro.",5,es,"Better than I expected. It is a fairly thick and complete book and for €26 it has an unbeatable quality/price ratio. It arrived in one day even though the estimated delivery time was a week. To prepare for a Cambridge exam (or so he claims) on your own. There is a lot of advanced vocabulary, phrasal verbs, expressions and everything you need to acquire at least C1. With many corrected exercises in the last pages so that you do not need a private teacher. Perfect for self-taught people. I am super delighted with this book."
595,"Envío bastante rápido, pero servicio pésimo, el paquete llegó con un golpe en un lado, al abrirlo pude comprobar que el golpe daño y rasgó la tela de la base.",1,es,"Pretty fast shipping, but terrible service, the package arrived with a blow on one side, when I opened it I could see that the blow damaged and tore the fabric of the base."
596,"La verdad que lo e abierto solo para cargarlo y montar el kart porque es para el cumpleaños de mi hijo y me a llegado así, creo que es arreglado, la rueda delantera del kart viene arañada también, espero que la cosa no valla a mas xq si no tendré que devolverlo, aconsejo comprar otra marca",2,es,"The truth is that I only opened it to load it and assemble the kart because it is for my son's birthday and it arrived like this, I think it is fixed, the front wheel of the kart is also scratched, I hope things don't get worse because If not I will have to return it, I advise buying another brand"
597,Se ha roto a la media hora de haberla estrenado. Mi hija de 2 años se apoyó en el borde y se empezó a deshinchar. No sirve. Mala calidad.,1,es,It broke half an hour after opening it. My 2-year-old daughter leaned on the edge and began to deflate. She's no good. Poor quality.
598,Es una gozada! El kit es súper completo y se coloca muy fácil. Queda genial y dura un montón. Apto para torpes jeje,5,es,It's a joy! The kit is super complete and is very easy to install. It looks great and lasts a long time. Suitable for the clumsy hehe
599,Muy bonita y se oia bien pero se rompió por el casquillo a los tres meses de uso.,2,es,Very pretty and sounded good but it broke due to the socket after three months of use.
600,"Muy pequeña apenas cabe nada, de calidad bien . . . . . . . . . . . .",2,es,"Very small, barely fits anything, good quality. . . . . . . . . . . ."
601,"La alcachofa pesa bastante y se cayó del soporte de la pared, rompiéndose al instante, menos mal que no estaba justo debajo porque me habría hecho una buena brecha. No me duró ni tres semana.",3,es,"The artichoke is quite heavy and fell off the wall support, breaking instantly, thank goodness it wasn't right under it because it would have left a big gap in me. It didn't even last three weeks."
602,"El sonido es bastante bueno, para el precio que tiene, pero incómoda la sujeción, es muy blanda y no puede ajustarse bien, se mueve y hay que estar continuamente ajustándolo.",3,es,"The sound is quite good for the price, but the grip is uncomfortable, it is very soft and cannot be adjusted well, it moves and you have to continually adjust it."
603,Producto excelente y como esperaba en la compra.,5,es,Excellent product and as expected when purchasing.
604,"Los botones de volumen y encendido van muy duros con esta funda, el resto, excelente",3,es,"The volume and power buttons are very hard with this case, the rest is excellent"
605,Más q mi opinión cuenta la de la niña destinataria. Le hizo mucha ilusión repartirlo entre sus amigos del cole en su cumpleaños y a sus amigos recibirlo,5,es,That of the recipient girl counts more than my opinion. She was very excited to distribute it among her friends from her school on her birthday and for her friends to receive it.
606,"Al crío le ha gustado pero me parece excesivamente caro para la calidad, cantidad tamaño y en si lo que es. Lo compré a través de Amazon por la rapidez en la entrega y porque me urgía, sino hubiese recurrido a una plataforma china. No lo recomiendo por lo caro que es.",2,es,"The kid liked it but it seems excessively expensive for the quality, quantity, size and what it is. I bought it through Amazon because of the speed of delivery and because it was urgent, otherwise I would have resorted to a Chinese platform. I don't recommend it because of how expensive it is."
607,"No vale es pequeño para ese telefono , es un fraude...",1,es,"It's not worth it, it's small for that phone, it's a fraud..."
608,Se pasó de rosca el eje en el primer uso... no esperaba una maravilla por este precio. Pero que fuera tan endeble tampoco.,1,es,The shaft was unthreaded on the first use... I didn't expect it to be wonderful for this price. But it wasn't so weak either.
609,"Lo he estado probando varias semanas sin ningún problema, cumple su cometido de forma genial y no he detectado aberraciones en la imagen más allá de las inherentes a los objetivos empleados. Recomendable.",5,es,"I have been testing it for several weeks without any problem, it does its job brilliantly and I have not detected any aberrations in the image beyond those inherent to the lenses used. Recommendable."
610,"Compré esta cinta para viajar a EEUU. Este tipo de cierre puede ser abierto por los oficiales de EEUU sin dañarte la maleta. Llegó un día antes de lo previsto, en perfectas condiciones. Pero, yo la usé a lo largo de la maleta, y no a lo ancho, ya que es muy larga. Y, al ponerla a lo ancho se podría aflojar y sacarla lateralmente. A lo largo, en una maleta grande, no se puede sacar por el lateral. Otra solución es llevarla a un zapatero para que la corte a la longitud aproximada de tu maleta.",4,es,"I bought this tape to travel to the US. This type of closure can be opened by US officials without damaging your suitcase. It arrived a day earlier than expected, in perfect condition. But, I used it along the length of the suitcase, and not across the width, since it is very long. And, by placing it wide, it could be loosened and removed laterally. Lengthwise, in a large suitcase, you cannot remove it from the side. Another solution is to take it to a shoemaker so they can cut it to the approximate length of your suitcase."
611,estupenda calidad precio,5,es,great quality price
612,"Buen producto, fabricado en 2019, de momento funciona a la perfección, no le pongo 5 estrellas porque no se el rendimiento a largo plazo, recomendable",4,es,"Good product, manufactured in 2019, at the moment it works perfectly, I don't give it 5 stars because I don't know the long-term performance, recommended"
613,La supuesta durabilidad de la funda es nula. A las dos semanas se empezó a despegar la goma trasera. Una gran decepción la verdad,1,es,"The supposed durability of the cover is zero. After two weeks the rear rubber started to peel off. A big disappointment, really."
614,"Me gusta la luz que da, no es mucha pero es la suficiente para tener debajo de un mueble de cocina. No me gustó tanto que la barra no venía recta, tenía un poco de curvatura. Al montarla se supone que se endereza. He tenido problemas al montar la pues el mueble de cocina no está recto del todo por debajo, pero eso no es culpa del producto.",3,es,"I like the light it gives, it's not much but it's enough to have under a kitchen cabinet. I didn't like it so much that the bar didn't come straight, it had a little curvature. When you mount it, it is supposed to straighten out. I have had problems when assembling it because the kitchen cabinet is not completely straight underneath, but that is not the product's fault."
615,Esta cámara es espectacular. Si esperáis el momento justo os puede salir muy barata en Amazon. A veces vale la pena mirar el cuerpo y el objetivo 18-140 por separado (no comprar el kit junto) sale mas económico.,5,es,This camera is spectacular. If you wait for the right moment it can be very cheap on Amazon. Sometimes it is worth looking at the body and the 18-140 lens separately (not buying the kit together) is cheaper.
616,Veremos a ver si no me llega la capucha de un bolígrafo,1,es,We'll see if I don't get the cap of a pen.
617,Me ha gustado la relación calidad-precio,4,es,I liked the quality-price ratio
618,"Parecía tela tipo lino y resultó no tener nada que ver con esa tela...no me termina de gustar la tela que trae ,en sí",2,es,"It looked like a linen-type fabric and it turned out to have nothing to do with that fabric...I don't really like the fabric it comes with, per se"
619,Se rompió muy rapido la parte de delante,3,es,The front part broke very quickly
620,"Nunca lo entregaron, luego de esperar un mes .",1,es,"They never delivered it, after waiting a month."
621,Hasta sus propios imanes se deslizan por la pizarra hasta caer al suelo. No tiene buena calidad.,1,es,Even their own magnets slide across the board until they fall to the floor. It doesn't have good quality.
622,"Funda de silicona blanda, protege bien para ser de silicona blanda ya que sobresale más que las otras de su categoría, recubre todos los botones. No se forman burbujas en la parte trasera pero si en los marcos. Bastante bien para su precio",4,es,"Soft silicone case, it protects well for being made of soft silicone since it protrudes more than the others in its category, it covers all the buttons. Bubbles do not form on the back, but they do form on the frames. Pretty good for its price"
623,"Me ha encantado, aporta mucha luminosidad y es fácil de aplicar.",5,es,"I loved it, it provides a lot of luminosity and is easy to apply."
624,"Si utilizas habitualmente en tu trabajo una mesa, sirve estupendamente, se ensucia rápido pero es lo que tiene, por otro lado los ratones funcionan genial y trabajar se hace más cómodo.",4,es,"If you regularly use a table in your work, it works great, it gets dirty quickly but that's what it has, on the other hand the mice work great and working becomes more comfortable."
625,"No se ajusta al tamaño exacto de la pantalla, pues es de 2 a 2,5 milímetros más pequeño tanto de ancho como de largo. Los orificios sí encajan bien. De las dos toallitas que limpian, una se supone que es húmeda...pues las dos estaban secas.",3,es,"It does not fit the exact size of the screen, as it is 2 to 2.5 millimeters smaller in both width and length. The holes do fit well. Of the two wipes that clean, one is supposed to be wet...as both were dry."
626,"Buen día Mi pedido nunca se recibió hasta hoy. ¿Hay algo en lo que pueda ayudar? En mi estado dice entregado, pero no recibí nada. ¿Hay alguna explicación? Gracias António Costa",1,es,"Good morning. My order was never received until today. Is there anything I can help with? In my status it says delivered, but I didn't receive anything. Is there any explanation? Thank you António Costa"
627,Ya tenía paneles led en casa y en mi negocio (+ de 15) pero en este caso era para mi cocina que tiene techo de aluminio y yo no lo podía recortar como otros techos de yeso en los que no me entraba por unos milimetros y este sistema se adapta a cualquier diametro y queda perfecto. He puesto 2 en la cocina y da luz a nivel celestial. Parece + grande la cocina. Perfectos,4,es,I already had LED panels at home and in my business (+15) but in this case it was for my kitchen that has an aluminum ceiling and I couldn't cut it like other plaster ceilings where it couldn't fit by a few millimeters and this one system adapts to any diameter and is perfect. I have put 2 in the kitchen and it gives light at a heavenly level. The kitchen seems bigger. Perfect
628,Para hidratar está bien pero para matificar no tanto..,2,es,It's good for hydrating but not so much for mattifying.
629,"Lo compré porque en las imagenes parecia dorado pero lo que recibes es de un color cobre super cutre. Intenté devolverlo pero al ser vendedor chino, han pasado de mi cara y nadie se hace responsable. 20€ tirados a la basura.",1,es,"I bought it because in the images it looked gold but what you receive is a super crappy copper color. I tried to return it but being a Chinese seller, they have ignored me and no one is responsible. €20 thrown in the trash."
630,"Cumple con el objetivo, pero es ruidoso a no poder más. viene con 2 pilas de botón incluidas. Tiene modo 12h o 24h. Contras: la pantalla es muy pequeña y la alarma es excesivamente alta, sin posibilidad de ajustar el nivel de sonido. Me despierta a mí y a la vecina también.",3,es,"It meets the objective, but it is extremely noisy. Comes with 2 button batteries included. It has a 12h or 24h mode. Cons: the screen is very small and the alarm is excessively loud, with no possibility of adjusting the sound level. It wakes me up and the neighbor too."
631,No tienen buen sonido ni de salida ni de entrada,2,es,They don't have good sound either at the output or the input.
